"i","namei","wi","j","namej","wj","fij"
298,"Langres",5946,144,"Saint-Dizier",20245,19
298,"Langres",5946,124,"Dole",26067,14
298,"Langres",5946,186,"Vitry-le-Francois",12476,4
298,"Langres",5946,20,"Nancy",179286,14
298,"Langres",5946,48,"Troyes",75562,7
298,"Langres",5946,179,"Beaune",15713,4
298,"Langres",5946,196,"Pontarlier",13649,5
298,"Langres",5946,161,"Chaumont",18206,347
298,"Langres",5946,225,"Autun",9348,8
298,"Langres",5946,298,"Langres",5946,4572
298,"Langres",5946,264,"Gray",6854,4
298,"Langres",5946,656,"Nogent",1725,99
298,"Langres",5946,41,"Besancon",104571,4
301,"Reichshoffen - Niederbronn-les-Bains",6162,257,"Selestat",8479,11
301,"Reichshoffen - Niederbronn-les-Bains",6162,9,"Strasbourg (partie francaise)",332143,534
301,"Reichshoffen - Niederbronn-les-Bains",6162,156,"Sarreguemines (partie francaise)",18304,4
301,"Reichshoffen - Niederbronn-les-Bains",6162,64,"Colmar",55183,3
301,"Reichshoffen - Niederbronn-les-Bains",6162,24,"Metz",167292,9
301,"Reichshoffen - Niederbronn-les-Bains",6162,596,"Ingwiller",2241,36
301,"Reichshoffen - Niederbronn-les-Bains",6162,251,"Saverne",8453,21
301,"Reichshoffen - Niederbronn-les-Bains",6162,133,"Haguenau",25822,544
301,"Reichshoffen - Niederbronn-les-Bains",6162,73,"Belfort",45018,6
301,"Reichshoffen - Niederbronn-les-Bains",6162,115,"Longwy (partie francaise)",29599,4
301,"Reichshoffen - Niederbronn-les-Bains",6162,618,"Soufflenheim",2210,8
301,"Reichshoffen - Niederbronn-les-Bains",6162,315,"Saint-Claude",4756,3
301,"Reichshoffen - Niederbronn-les-Bains",6162,222,"Luneville",9333,6
301,"Reichshoffen - Niederbronn-les-Bains",6162,415,"Wissembourg (partie francaise)",3759,16
301,"Reichshoffen - Niederbronn-les-Bains",6162,301,"Reichshoffen - Niederbronn-les-Bains",6162,2825
301,"Reichshoffen - Niederbronn-les-Bains",6162,171,"Sarrebourg",16660,8
301,"Reichshoffen - Niederbronn-les-Bains",6162,733,"Sarre-Union",1104,12
301,"Reichshoffen - Niederbronn-les-Bains",6162,550,"Bitche",2394,55
301,"Reichshoffen - Niederbronn-les-Bains",6162,237,"Toul",8905,4
302,"Cosne-Cours-sur-Loire",4859,414,"Clamecy",2977,12
302,"Cosne-Cours-sur-Loire",4859,20,"Nancy",179286,4
302,"Cosne-Cours-sur-Loire",4859,83,"Nevers",39275,194
302,"Cosne-Cours-sur-Loire",4859,287,"Avallon",6542,4
302,"Cosne-Cours-sur-Loire",4859,500,"La Charite-sur-Loire",2120,110
302,"Cosne-Cours-sur-Loire",4859,436,"Decize",2668,4
302,"Cosne-Cours-sur-Loire",4859,302,"Cosne-Cours-sur-Loire",4859,3275
302,"Cosne-Cours-sur-Loire",4859,60,"Chalon-sur-Saone",55807,4
303,"Champagnole",5449,124,"Dole",26067,42
303,"Champagnole",5449,303,"Champagnole",5449,3943
303,"Champagnole",5449,41,"Besancon",104571,55
303,"Champagnole",5449,442,"Morez",3227,28
303,"Champagnole",5449,25,"Dijon",164440,8
303,"Champagnole",5449,547,"Poligny",2172,55
303,"Champagnole",5449,52,"Montbeliard",62478,16
303,"Champagnole",5449,196,"Pontarlier",13649,13
303,"Champagnole",5449,138,"Lons-le-Saunier",24340,213
303,"Champagnole",5449,673,"Ornans",1776,4
303,"Champagnole",5449,60,"Chalon-sur-Saone",55807,4
303,"Champagnole",5449,728,"Salins-les-Bains",1124,49
303,"Champagnole",5449,647,"Arbois",1872,40
303,"Champagnole",5449,29,"Reims",132176,4
303,"Champagnole",5449,129,"Sens",24625,4
306,"Rethel",5425,185,"Sedan",11171,57
306,"Rethel",5425,512,"Bogny-sur-Meuse",2058,8
306,"Rethel",5425,529,"Vouziers",2120,60
306,"Rethel",5425,175,"Epernay",15468,7
306,"Rethel",5425,80,"Charleville-Mezieres",41261,321
306,"Rethel",5425,107,"Chalons-en-Champagne",33720,16
306,"Rethel",5425,306,"Rethel",5425,3196
306,"Rethel",5425,29,"Reims",132176,701
315,"Saint-Claude",4756,165,"Oyonnax",16828,103
315,"Saint-Claude",4756,303,"Champagnole",5449,20
315,"Saint-Claude",4756,41,"Besancon",104571,14
315,"Saint-Claude",4756,88,"Macon",43707,4
315,"Saint-Claude",4756,25,"Dijon",164440,8
315,"Saint-Claude",4756,222,"Luneville",9333,3
315,"Saint-Claude",4756,678,"Saint-Lupicin",1564,458
315,"Saint-Claude",4756,124,"Dole",26067,12
315,"Saint-Claude",4756,73,"Belfort",45018,4
315,"Saint-Claude",4756,138,"Lons-le-Saunier",24340,71
315,"Saint-Claude",4756,442,"Morez",3227,28
315,"Saint-Claude",4756,315,"Saint-Claude",4756,3424
330,"Neufchateau",4745,166,"Verdun",16703,3
330,"Neufchateau",4745,161,"Chaumont",18206,24
330,"Neufchateau",4745,95,"Epinal",38365,50
330,"Neufchateau",4745,186,"Vitry-le-Francois",12476,4
330,"Neufchateau",4745,24,"Metz",167292,8
330,"Neufchateau",4745,115,"Longwy (partie francaise)",29599,3
330,"Neufchateau",4745,145,"Saint-Die-des-Vosges",19642,5
330,"Neufchateau",4745,427,"Commercy",2868,4
330,"Neufchateau",4745,386,"Mirecourt",3530,35
330,"Neufchateau",4745,330,"Neufchateau",4745,3376
330,"Neufchateau",4745,714,"Contrexeville",1264,36
330,"Neufchateau",4745,400,"Montbard",3566,4
330,"Neufchateau",4745,237,"Toul",8905,6
330,"Neufchateau",4745,20,"Nancy",179286,171
330,"Neufchateau",4745,507,"Vittel",2581,51
330,"Neufchateau",4745,144,"Saint-Dizier",20245,4
330,"Neufchateau",4745,222,"Luneville",9333,3
330,"Neufchateau",4745,182,"Bar-le-Duc",13929,7
330,"Neufchateau",4745,135,"Vesoul",25291,3
330,"Neufchateau",4745,542,"Joinville",1769,4
330,"Neufchateau",4745,523,"Rambervillers",1946,4
331,"Jarny",4834,687,"Etain",1517,53
331,"Jarny",4834,230,"Pont-a-Mousson",9847,12
331,"Jarny",4834,41,"Besancon",104571,1
331,"Jarny",4834,331,"Jarny",4834,1834
331,"Jarny",4834,166,"Verdun",16703,83
331,"Jarny",4834,29,"Reims",132176,7
331,"Jarny",4834,472,"Briey",3186,109
331,"Jarny",4834,237,"Toul",8905,7
331,"Jarny",4834,182,"Bar-le-Duc",13929,7
331,"Jarny",4834,24,"Metz",167292,534
331,"Jarny",4834,20,"Nancy",179286,64
331,"Jarny",4834,59,"Thionville",55321,31
331,"Jarny",4834,48,"Troyes",75562,1
331,"Jarny",4834,161,"Chaumont",18206,3
331,"Jarny",4834,80,"Charleville-Mezieres",41261,4
331,"Jarny",4834,115,"Longwy (partie francaise)",29599,49
334,"Migennes",3974,29,"Reims",132176,1
334,"Migennes",3974,1,"Paris",5599722,4
334,"Migennes",3974,548,"Saint-Florentin",1811,76
334,"Migennes",3974,83,"Nevers",39275,4
334,"Migennes",3974,287,"Avallon",6542,4
334,"Migennes",3974,302,"Cosne-Cours-sur-Loire",4859,1
334,"Migennes",3974,60,"Chalon-sur-Saone",55807,4
334,"Migennes",3974,760,"Toucy",1029,16
334,"Migennes",3974,306,"Rethel",5425,4
334,"Migennes",3974,20,"Nancy",179286,3
334,"Migennes",3974,129,"Sens",24625,99
334,"Migennes",3974,414,"Clamecy",2977,8
334,"Migennes",3974,88,"Macon",43707,4
334,"Migennes",3974,334,"Migennes",3974,1852
334,"Migennes",3974,25,"Dijon",164440,38
334,"Migennes",3974,369,"Joigny",3214,283
334,"Migennes",3974,96,"Auxerre",38167,1034
334,"Migennes",3974,400,"Montbard",3566,8
334,"Migennes",3974,48,"Troyes",75562,16
334,"Migennes",3974,752,"Saint-Julien-du-Sault",1048,12
334,"Migennes",3974,469,"Tonnerre",2576,32
334,"Migennes",3974,497,"Semur-en-Auxois",2899,3
334,"Migennes",3974,41,"Besancon",104571,1
336,"Chatillon-sur-Seine",4615,161,"Chaumont",18206,7
336,"Chatillon-sur-Seine",4615,144,"Saint-Dizier",20245,5
336,"Chatillon-sur-Seine",4615,697,"Venarey-les-Laumes",1517,8
336,"Chatillon-sur-Seine",4615,60,"Chalon-sur-Saone",55807,4
336,"Chatillon-sur-Seine",4615,48,"Troyes",75562,20
336,"Chatillon-sur-Seine",4615,179,"Beaune",15713,3
336,"Chatillon-sur-Seine",4615,124,"Dole",26067,7
336,"Chatillon-sur-Seine",4615,96,"Auxerre",38167,15
336,"Chatillon-sur-Seine",4615,25,"Dijon",164440,129
336,"Chatillon-sur-Seine",4615,336,"Chatillon-sur-Seine",4615,3700
336,"Chatillon-sur-Seine",4615,469,"Tonnerre",2576,4
336,"Chatillon-sur-Seine",4615,725,"Bar-sur-Seine",1112,8
336,"Chatillon-sur-Seine",4615,225,"Autun",9348,4
336,"Chatillon-sur-Seine",4615,654,"Brienne-le-Chateau",1472,4
336,"Chatillon-sur-Seine",4615,497,"Semur-en-Auxois",2899,4
336,"Chatillon-sur-Seine",4615,400,"Montbard",3566,69
336,"Chatillon-sur-Seine",4615,88,"Macon",43707,7
344,"Digoin",4162,414,"Clamecy",2977,4
344,"Digoin",4162,389,"Gueugnon",3255,184
344,"Digoin",4162,711,"La Clayette",1330,4
344,"Digoin",4162,491,"Chauffailles",2580,4
344,"Digoin",4162,83,"Nevers",39275,4
344,"Digoin",4162,60,"Chalon-sur-Saone",55807,8
344,"Digoin",4162,503,"Bourbon-Lancy",2461,31
344,"Digoin",4162,25,"Dijon",164440,4
344,"Digoin",4162,154,"Montceau-les-Mines",15982,31
344,"Digoin",4162,344,"Digoin",4162,1681
344,"Digoin",4162,741,"Charolles",960,16
344,"Digoin",4162,225,"Autun",9348,4
344,"Digoin",4162,88,"Macon",43707,9
344,"Digoin",4162,172,"Le Creusot",13529,10
344,"Digoin",4162,353,"Paray-le-Monial",4294,272
346,"Lure",4462,135,"Vesoul",25291,369
346,"Lure",4462,243,"Remiremont",8815,4
346,"Lure",4462,675,"Saint-Loup-sur-Semouse",1144,12
346,"Lure",4462,20,"Nancy",179286,7
346,"Lure",4462,138,"Lons-le-Saunier",24340,4
346,"Lure",4462,221,"La Bresse",10171,4
346,"Lure",4462,52,"Montbeliard",62478,151
346,"Lure",4462,95,"Epinal",38365,5
346,"Lure",4462,73,"Belfort",45018,196
346,"Lure",4462,24,"Metz",167292,4
346,"Lure",4462,264,"Gray",6854,8
346,"Lure",4462,292,"Luxeuil-les-Bains",5942,263
346,"Lure",4462,565,"Baume-les-Dames",2221,4
346,"Lure",4462,60,"Chalon-sur-Saone",55807,4
346,"Lure",4462,284,"Le Thillot",5869,12
346,"Lure",4462,34,"Mulhouse",110707,13
346,"Lure",4462,25,"Dijon",164440,3
346,"Lure",4462,346,"Lure",4462,2622
346,"Lure",4462,145,"Saint-Die-des-Vosges",19642,4
346,"Lure",4462,372,"Gerardmer",4009,4
346,"Lure",4462,41,"Besancon",104571,38
353,"Paray-le-Monial",4294,25,"Dijon",164440,3
353,"Paray-le-Monial",4294,711,"La Clayette",1330,25
353,"Paray-le-Monial",4294,88,"Macon",43707,5
353,"Paray-le-Monial",4294,34,"Mulhouse",110707,3
353,"Paray-le-Monial",4294,491,"Chauffailles",2580,8
353,"Paray-le-Monial",4294,436,"Decize",2668,8
353,"Paray-le-Monial",4294,633,"Cluny",1734,4
353,"Paray-le-Monial",4294,353,"Paray-le-Monial",4294,3059
353,"Paray-le-Monial",4294,344,"Digoin",4162,574
353,"Paray-le-Monial",4294,154,"Montceau-les-Mines",15982,155
353,"Paray-le-Monial",4294,225,"Autun",9348,8
353,"Paray-le-Monial",4294,741,"Charolles",960,116
353,"Paray-le-Monial",4294,172,"Le Creusot",13529,20
353,"Paray-le-Monial",4294,389,"Gueugnon",3255,208
353,"Paray-le-Monial",4294,60,"Chalon-sur-Saone",55807,15
353,"Paray-le-Monial",4294,503,"Bourbon-Lancy",2461,19
366,"Delle (partie francaise)",3957,64,"Colmar",55183,3
366,"Delle (partie francaise)",3957,366,"Delle (partie francaise)",3957,1501
366,"Delle (partie francaise)",3957,41,"Besancon",104571,5
366,"Delle (partie francaise)",3957,9,"Strasbourg (partie francaise)",332143,1
366,"Delle (partie francaise)",3957,442,"Morez",3227,4
366,"Delle (partie francaise)",3957,73,"Belfort",45018,438
366,"Delle (partie francaise)",3957,34,"Mulhouse",110707,22
366,"Delle (partie francaise)",3957,25,"Dijon",164440,5
366,"Delle (partie francaise)",3957,346,"Lure",4462,16
366,"Delle (partie francaise)",3957,135,"Vesoul",25291,1
366,"Delle (partie francaise)",3957,52,"Montbeliard",62478,556
366,"Delle (partie francaise)",3957,198,"Guebwiller",12219,4
369,"Joigny",3214,1,"Paris",5599722,8
369,"Joigny",3214,760,"Toucy",1029,4
369,"Joigny",3214,414,"Clamecy",2977,4
369,"Joigny",3214,96,"Auxerre",38167,670
369,"Joigny",3214,548,"Saint-Florentin",1811,12
369,"Joigny",3214,369,"Joigny",3214,1673
369,"Joigny",3214,64,"Colmar",55183,3
369,"Joigny",3214,334,"Migennes",3974,375
369,"Joigny",3214,752,"Saint-Julien-du-Sault",1048,97
369,"Joigny",3214,129,"Sens",24625,191
369,"Joigny",3214,48,"Troyes",75562,9
369,"Joigny",3214,469,"Tonnerre",2576,8
369,"Joigny",3214,83,"Nevers",39275,3
369,"Joigny",3214,29,"Reims",132176,4
369,"Joigny",3214,41,"Besancon",104571,3
369,"Joigny",3214,25,"Dijon",164440,17
369,"Joigny",3214,287,"Avallon",6542,3
372,"Gerardmer",4009,284,"Le Thillot",5869,24
372,"Gerardmer",4009,24,"Metz",167292,7
372,"Gerardmer",4009,568,"Bruyeres",1963,44
372,"Gerardmer",4009,41,"Besancon",104571,1
372,"Gerardmer",4009,20,"Nancy",179286,38
372,"Gerardmer",4009,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,4
372,"Gerardmer",4009,523,"Rambervillers",1946,8
372,"Gerardmer",4009,95,"Epinal",38365,90
372,"Gerardmer",4009,221,"La Bresse",10171,550
372,"Gerardmer",4009,34,"Mulhouse",110707,3
372,"Gerardmer",4009,372,"Gerardmer",4009,2962
372,"Gerardmer",4009,9,"Strasbourg (partie francaise)",332143,11
372,"Gerardmer",4009,59,"Thionville",55321,3
372,"Gerardmer",4009,419,"Raon-l'Etape",2724,4
372,"Gerardmer",4009,243,"Remiremont",8815,105
372,"Gerardmer",4009,145,"Saint-Die-des-Vosges",19642,335
372,"Gerardmer",4009,64,"Colmar",55183,4
386,"Mirecourt",3530,330,"Neufchateau",4745,61
386,"Mirecourt",3530,507,"Vittel",2581,99
386,"Mirecourt",3530,230,"Pont-a-Mousson",9847,3
386,"Mirecourt",3530,41,"Besancon",104571,3
386,"Mirecourt",3530,331,"Jarny",4834,4
386,"Mirecourt",3530,9,"Strasbourg (partie francaise)",332143,6
386,"Mirecourt",3530,222,"Luneville",9333,1
386,"Mirecourt",3530,386,"Mirecourt",3530,2238
386,"Mirecourt",3530,64,"Colmar",55183,3
386,"Mirecourt",3530,221,"La Bresse",10171,4
386,"Mirecourt",3530,80,"Charleville-Mezieres",41261,4
386,"Mirecourt",3530,20,"Nancy",179286,378
386,"Mirecourt",3530,714,"Contrexeville",1264,28
386,"Mirecourt",3530,568,"Bruyeres",1963,8
386,"Mirecourt",3530,372,"Gerardmer",4009,4
386,"Mirecourt",3530,145,"Saint-Die-des-Vosges",19642,4
386,"Mirecourt",3530,95,"Epinal",38365,440
386,"Mirecourt",3530,243,"Remiremont",8815,16
389,"Gueugnon",3255,154,"Montceau-les-Mines",15982,177
389,"Gueugnon",3255,59,"Thionville",55321,3
389,"Gueugnon",3255,389,"Gueugnon",3255,2080
389,"Gueugnon",3255,353,"Paray-le-Monial",4294,96
389,"Gueugnon",3255,530,"Tournus",1996,4
389,"Gueugnon",3255,344,"Digoin",4162,183
389,"Gueugnon",3255,741,"Charolles",960,8
389,"Gueugnon",3255,491,"Chauffailles",2580,4
389,"Gueugnon",3255,60,"Chalon-sur-Saone",55807,17
389,"Gueugnon",3255,172,"Le Creusot",13529,22
389,"Gueugnon",3255,503,"Bourbon-Lancy",2461,44
389,"Gueugnon",3255,414,"Clamecy",2977,4
389,"Gueugnon",3255,25,"Dijon",164440,12
389,"Gueugnon",3255,88,"Macon",43707,3
389,"Gueugnon",3255,225,"Autun",9348,7
396,"Morteau",4767,396,"Morteau",4767,1959
396,"Morteau",4767,196,"Pontarlier",13649,100
396,"Morteau",4767,138,"Lons-le-Saunier",24340,4
396,"Morteau",4767,620,"Valdahon",2708,32
396,"Morteau",4767,673,"Ornans",1776,8
396,"Morteau",4767,664,"Maiche",2068,61
396,"Morteau",4767,135,"Vesoul",25291,4
396,"Morteau",4767,25,"Dijon",164440,4
396,"Morteau",4767,52,"Montbeliard",62478,4
396,"Morteau",4767,24,"Metz",167292,1
396,"Morteau",4767,124,"Dole",26067,4
396,"Morteau",4767,73,"Belfort",45018,8
396,"Morteau",4767,41,"Besancon",104571,185
397,"Bar-sur-Aube",3709,20,"Nancy",179286,4
397,"Bar-sur-Aube",3709,725,"Bar-sur-Seine",1112,12
397,"Bar-sur-Aube",3709,48,"Troyes",75562,248
397,"Bar-sur-Aube",3709,186,"Vitry-le-Francois",12476,3
397,"Bar-sur-Aube",3709,397,"Bar-sur-Aube",3709,2779
397,"Bar-sur-Aube",3709,655,"Wassy",1568,4
397,"Bar-sur-Aube",3709,243,"Remiremont",8815,4
397,"Bar-sur-Aube",3709,654,"Brienne-le-Chateau",1472,69
397,"Bar-sur-Aube",3709,88,"Macon",43707,4
397,"Bar-sur-Aube",3709,144,"Saint-Dizier",20245,26
397,"Bar-sur-Aube",3709,182,"Bar-le-Duc",13929,4
397,"Bar-sur-Aube",3709,25,"Dijon",164440,5
397,"Bar-sur-Aube",3709,298,"Langres",5946,4
397,"Bar-sur-Aube",3709,222,"Luneville",9333,3
397,"Bar-sur-Aube",3709,542,"Joinville",1769,4
397,"Bar-sur-Aube",3709,161,"Chaumont",18206,108
400,"Montbard",3566,237,"Toul",8905,4
400,"Montbard",3566,60,"Chalon-sur-Saone",55807,7
400,"Montbard",3566,41,"Besancon",104571,4
400,"Montbard",3566,129,"Sens",24625,3
400,"Montbard",3566,469,"Tonnerre",2576,8
400,"Montbard",3566,225,"Autun",9348,12
400,"Montbard",3566,302,"Cosne-Cours-sur-Loire",4859,4
400,"Montbard",3566,336,"Chatillon-sur-Seine",4615,160
400,"Montbard",3566,161,"Chaumont",18206,4
400,"Montbard",3566,400,"Montbard",3566,2540
400,"Montbard",3566,88,"Macon",43707,4
400,"Montbard",3566,497,"Semur-en-Auxois",2899,303
400,"Montbard",3566,414,"Clamecy",2977,8
400,"Montbard",3566,96,"Auxerre",38167,7
400,"Montbard",3566,24,"Metz",167292,4
400,"Montbard",3566,287,"Avallon",6542,24
400,"Montbard",3566,34,"Mulhouse",110707,4
400,"Montbard",3566,697,"Venarey-les-Laumes",1517,248
400,"Montbard",3566,25,"Dijon",164440,166
406,"Givet",3133,406,"Givet",3133,1594
406,"Givet",3133,80,"Charleville-Mezieres",41261,43
406,"Givet",3133,446,"Revin",2349,60
406,"Givet",3133,472,"Briey",3186,4
406,"Givet",3133,512,"Bogny-sur-Meuse",2058,4
406,"Givet",3133,529,"Vouziers",2120,4
406,"Givet",3133,25,"Dijon",164440,2
406,"Givet",3133,185,"Sedan",11171,4
406,"Givet",3133,531,"Fumay",1930,84
406,"Givet",3133,24,"Metz",167292,4
414,"Clamecy",2977,96,"Auxerre",38167,29
414,"Clamecy",2977,83,"Nevers",39275,58
414,"Clamecy",2977,287,"Avallon",6542,16
414,"Clamecy",2977,144,"Saint-Dizier",20245,1
414,"Clamecy",2977,302,"Cosne-Cours-sur-Loire",4859,33
414,"Clamecy",2977,60,"Chalon-sur-Saone",55807,12
414,"Clamecy",2977,20,"Nancy",179286,4
414,"Clamecy",2977,225,"Autun",9348,4
414,"Clamecy",2977,760,"Toucy",1029,4
414,"Clamecy",2977,25,"Dijon",164440,20
414,"Clamecy",2977,414,"Clamecy",2977,2204
415,"Wissembourg (partie francaise)",3759,618,"Soufflenheim",2210,28
415,"Wissembourg (partie francaise)",3759,733,"Sarre-Union",1104,4
415,"Wissembourg (partie francaise)",3759,24,"Metz",167292,3
415,"Wissembourg (partie francaise)",3759,9,"Strasbourg (partie francaise)",332143,220
415,"Wissembourg (partie francaise)",3759,135,"Vesoul",25291,4
415,"Wissembourg (partie francaise)",3759,251,"Saverne",8453,8
415,"Wissembourg (partie francaise)",3759,133,"Haguenau",25822,218
415,"Wissembourg (partie francaise)",3759,301,"Reichshoffen - Niederbronn-les-Bains",6162,44
415,"Wissembourg (partie francaise)",3759,257,"Selestat",8479,5
415,"Wissembourg (partie francaise)",3759,415,"Wissembourg (partie francaise)",3759,2165
415,"Wissembourg (partie francaise)",3759,115,"Longwy (partie francaise)",29599,36
415,"Wissembourg (partie francaise)",3759,171,"Sarrebourg",16660,3
415,"Wissembourg (partie francaise)",3759,198,"Guebwiller",12219,3
415,"Wissembourg (partie francaise)",3759,156,"Sarreguemines (partie francaise)",18304,3
419,"Raon-l'Etape",2724,9,"Strasbourg (partie francaise)",332143,4
419,"Raon-l'Etape",2724,586,"Baccarat",1833,66
419,"Raon-l'Etape",2724,419,"Raon-l'Etape",2724,1292
419,"Raon-l'Etape",2724,448,"Sainte-Marie-aux-Mines",2660,4
419,"Raon-l'Etape",2724,145,"Saint-Die-des-Vosges",19642,375
419,"Raon-l'Etape",2724,95,"Epinal",38365,27
419,"Raon-l'Etape",2724,372,"Gerardmer",4009,4
419,"Raon-l'Etape",2724,292,"Luxeuil-les-Bains",5942,8
419,"Raon-l'Etape",2724,222,"Luneville",9333,36
419,"Raon-l'Etape",2724,523,"Rambervillers",1946,28
419,"Raon-l'Etape",2724,115,"Longwy (partie francaise)",29599,4
419,"Raon-l'Etape",2724,568,"Bruyeres",1963,4
419,"Raon-l'Etape",2724,20,"Nancy",179286,26
427,"Commercy",2868,41,"Besancon",104571,4
427,"Commercy",2868,572,"Ligny-en-Barrois",1908,36
427,"Commercy",2868,559,"Saint-Mihiel",1791,54
427,"Commercy",2868,230,"Pont-a-Mousson",9847,16
427,"Commercy",2868,182,"Bar-le-Duc",13929,100
427,"Commercy",2868,24,"Metz",167292,17
427,"Commercy",2868,144,"Saint-Dizier",20245,8
427,"Commercy",2868,330,"Neufchateau",4745,8
427,"Commercy",2868,237,"Toul",8905,58
427,"Commercy",2868,95,"Epinal",38365,4
427,"Commercy",2868,166,"Verdun",16703,25
427,"Commercy",2868,20,"Nancy",179286,190
427,"Commercy",2868,427,"Commercy",2868,1841
436,"Decize",2668,503,"Bourbon-Lancy",2461,16
436,"Decize",2668,225,"Autun",9348,4
436,"Decize",2668,130,"Moulins",25151,51
436,"Decize",2668,25,"Dijon",164440,3
436,"Decize",2668,302,"Cosne-Cours-sur-Loire",4859,4
436,"Decize",2668,500,"La Charite-sur-Loire",2120,4
436,"Decize",2668,83,"Nevers",39275,385
436,"Decize",2668,179,"Beaune",15713,1
436,"Decize",2668,436,"Decize",2668,1603
436,"Decize",2668,24,"Metz",167292,3
442,"Morez",3227,315,"Saint-Claude",4756,84
442,"Morez",3227,124,"Dole",26067,5
442,"Morez",3227,41,"Besancon",104571,37
442,"Morez",3227,138,"Lons-le-Saunier",24340,34
442,"Morez",3227,303,"Champagnole",5449,115
442,"Morez",3227,728,"Salins-les-Bains",1124,4
442,"Morez",3227,24,"Metz",167292,1
442,"Morez",3227,442,"Morez",3227,1504
442,"Morez",3227,179,"Beaune",15713,4
442,"Morez",3227,678,"Saint-Lupicin",1564,12
442,"Morez",3227,9,"Strasbourg (partie francaise)",332143,3
442,"Morez",3227,196,"Pontarlier",13649,7
446,"Revin",2349,446,"Revin",2349,1444
446,"Revin",2349,406,"Givet",3133,28
446,"Revin",2349,512,"Bogny-sur-Meuse",2058,37
446,"Revin",2349,80,"Charleville-Mezieres",41261,448
446,"Revin",2349,185,"Sedan",11171,8
446,"Revin",2349,29,"Reims",132176,18
446,"Revin",2349,531,"Fumay",1930,205
446,"Revin",2349,306,"Rethel",5425,4
448,"Sainte-Marie-aux-Mines",2660,145,"Saint-Die-des-Vosges",19642,190
448,"Sainte-Marie-aux-Mines",2660,372,"Gerardmer",4009,4
448,"Sainte-Marie-aux-Mines",2660,34,"Mulhouse",110707,4
448,"Sainte-Marie-aux-Mines",2660,222,"Luneville",9333,3
448,"Sainte-Marie-aux-Mines",2660,257,"Selestat",8479,111
448,"Sainte-Marie-aux-Mines",2660,448,"Sainte-Marie-aux-Mines",2660,1501
448,"Sainte-Marie-aux-Mines",2660,9,"Strasbourg (partie francaise)",332143,41
448,"Sainte-Marie-aux-Mines",2660,612,"Ribeauville",2063,16
448,"Sainte-Marie-aux-Mines",2660,419,"Raon-l'Etape",2724,4
448,"Sainte-Marie-aux-Mines",2660,156,"Sarreguemines (partie francaise)",18304,4
448,"Sainte-Marie-aux-Mines",2660,762,"Liepvre",1099,171
448,"Sainte-Marie-aux-Mines",2660,64,"Colmar",55183,47
456,"Sezanne",3217,1,"Paris",5599722,24
456,"Sezanne",3217,175,"Epernay",15468,39
456,"Sezanne",3217,699,"Montmirail",1396,56
456,"Sezanne",3217,29,"Reims",132176,62
456,"Sezanne",3217,289,"Romilly-sur-Seine",5049,77
456,"Sezanne",3217,186,"Vitry-le-Francois",12476,1
456,"Sezanne",3217,48,"Troyes",75562,31
456,"Sezanne",3217,107,"Chalons-en-Champagne",33720,37
456,"Sezanne",3217,761,"Vertus",1008,8
456,"Sezanne",3217,524,"Nogent-sur-Seine",2294,16
456,"Sezanne",3217,456,"Sezanne",3217,2117
469,"Tonnerre",2576,129,"Sens",24625,13
469,"Tonnerre",2576,469,"Tonnerre",2576,1696
469,"Tonnerre",2576,334,"Migennes",3974,8
469,"Tonnerre",2576,48,"Troyes",75562,32
469,"Tonnerre",2576,287,"Avallon",6542,24
469,"Tonnerre",2576,336,"Chatillon-sur-Seine",4615,16
469,"Tonnerre",2576,96,"Auxerre",38167,129
469,"Tonnerre",2576,752,"Saint-Julien-du-Sault",1048,4
469,"Tonnerre",2576,369,"Joigny",3214,6
469,"Tonnerre",2576,497,"Semur-en-Auxois",2899,4
469,"Tonnerre",2576,25,"Dijon",164440,39
469,"Tonnerre",2576,548,"Saint-Florentin",1811,24
469,"Tonnerre",2576,400,"Montbard",3566,12
472,"Briey",3186,427,"Commercy",2868,8
472,"Briey",3186,24,"Metz",167292,589
472,"Briey",3186,166,"Verdun",16703,25
472,"Briey",3186,687,"Etain",1517,16
472,"Briey",3186,115,"Longwy (partie francaise)",29599,58
472,"Briey",3186,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,4
472,"Briey",3186,20,"Nancy",179286,47
472,"Briey",3186,171,"Sarrebourg",16660,3
472,"Briey",3186,472,"Briey",3186,1253
472,"Briey",3186,182,"Bar-le-Duc",13929,3
472,"Briey",3186,504,"Sainte-Menehould",2358,4
472,"Briey",3186,331,"Jarny",4834,325
472,"Briey",3186,758,"Kayl (LUX) - Ottange (partie francaise)",1097,4
472,"Briey",3186,237,"Toul",8905,11
472,"Briey",3186,59,"Thionville",55321,99
472,"Briey",3186,230,"Pont-a-Mousson",9847,18
491,"Chauffailles",2580,491,"Chauffailles",2580,1284
491,"Chauffailles",2580,60,"Chalon-sur-Saone",55807,4
491,"Chauffailles",2580,353,"Paray-le-Monial",4294,12
491,"Chauffailles",2580,172,"Le Creusot",13529,1
491,"Chauffailles",2580,88,"Macon",43707,12
491,"Chauffailles",2580,741,"Charolles",960,4
491,"Chauffailles",2580,154,"Montceau-les-Mines",15982,7
491,"Chauffailles",2580,179,"Beaune",15713,4
491,"Chauffailles",2580,344,"Digoin",4162,8
